
These predictions were generated by FAST (v7.02.00d-bjj, 20-Feb-2013)-Compiled as S-Function for Simulink on 15-May-2017 at 12:01:24.
The aerodynamic calculations were made by AeroDyn (v13.00.02a-bjj, 20-Feb-2013).

 Input files for FAST v7.02.

Time	uWind	vWind	wWind	OoPDefl1	OoPDefl2	OoPDefl3	IPDefl1	IPDefl2	IPDefl3	NcIMUTAxs	NcIMUTAys	NcIMUTAzs	RootMOoP1	RootMOoP2	RootMOoP3	RootMIP1	RootMIP2	RootMIP3	RootMFlp1	RootMFlp2	RootMFlp3	RootMEdg1	RootMEdg2	RootMEdg3	TwrBsMxt	TwrBsMyt	TwrBsMzt	LSSTipMya	LSSTipMza	LSSTipVxa	GenPwr	GenTq	GenSpeed	BlPitch1	Azimuth	RotPwr	RotThrust	RotSpeed	HSShftTq
(s)	(m/s)	(m/s)	(m/s)	(m)	(m)	(m)	(m)	(m)	(m)	(m/s^2)	(m/s^2)	(m/s^2)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(rpm)	(kW)	(kN·m)	(rpm)	(deg)	(deg)	(kW)	(kN)	(rpm)	(kN·m)
  90.763	 3.288E+01	 0.000E+00	 0.000E+00	 2.193E+00	 4.676E-01	-1.165E+00	-1.204E+00	-4.491E-01	 1.238E+00	-6.609E-02	 5.164E-02	-2.641E-02	 8.306E+03	 2.226E+03	 6.943E+02	 4.252E+03	 3.038E+03	-3.823E+03	 9.330E+03	 3.341E+03	-1.071E+03	 1.333E+02	 1.738E+03	-3.735E+03	 2.018E+04	 3.674E+04	 1.898E+03	 7.197E+03	 1.727E+03	 2.066E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 3.583E+02	 9.075E+03	 4.110E+02	 2.066E+01	 4.324E+01
  90.775	 3.288E+01	 0.000E+00	 0.000E+00	 2.207E+00	 4.219E-01	-1.137E+00	-1.224E+00	-4.166E-01	 1.228E+00	-7.360E-02	 6.960E-02	-2.784E-02	 8.284E+03	 2.128E+03	 7.908E+02	 4.335E+03	 2.934E+03	-3.813E+03	 9.347E+03	 3.208E+03	-9.795E+02	 2.176E+02	 1.688E+03	-3.768E+03	 2.020E+04	 3.681E+04	 1.913E+03	 7.178E+03	 1.548E+03	 2.066E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 3.598E+02	 9.051E+03	 4.106E+02	 2.066E+01	 4.313E+01
  90.788	 3.288E+01	 0.000E+00	 0.000E+00	 2.219E+00	 3.770E-01	-1.107E+00	-1.244E+00	-3.845E-01	 1.217E+00	-8.029E-02	 8.463E-02	-2.815E-02	 8.262E+03	 2.024E+03	 8.906E+02	 4.420E+03	 2.829E+03	-3.804E+03	 9.365E+03	 3.068E+03	-8.862E+02	 3.036E+02	 1.640E+03	-3.805E+03	 2.022E+04	 3.690E+04	 1.918E+03	 7.160E+03	 1.361E+03	 2.066E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 1.368E+00	 9.023E+03	 4.100E+02	 2.066E+01	 4.300E+01
  90.800	 3.288E+01	 0.000E+00	 0.000E+00	 2.232E+00	 3.329E-01	-1.076E+00	-1.263E+00	-3.527E-01	 1.203E+00	-8.298E-02	 9.980E-02	-2.620E-02	 8.243E+03	 1.921E+03	 9.935E+02	 4.501E+03	 2.717E+03	-3.784E+03	 9.384E+03	 2.926E+03	-7.852E+02	 3.842E+02	 1.585E+03	-3.833E+03	 2.024E+04	 3.701E+04	 1.913E+03	 7.146E+03	 1.169E+03	 2.066E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 2.918E+00	 8.992E+03	 4.095E+02	 2.066E+01	 4.286E+01
  90.819	 3.288E+01	 0.000E+00	 0.000E+00	 2.248E+00	 2.686E-01	-1.027E+00	-1.290E+00	-3.057E-01	 1.181E+00	-8.640E-02	 1.124E-01	-2.192E-02	 8.214E+03	 1.760E+03	 1.153E+03	 4.624E+03	 2.549E+03	-3.756E+03	 9.412E+03	 2.707E+03	-6.303E+02	 5.075E+02	 1.506E+03	-3.878E+03	 2.027E+04	 3.719E+04	 1.887E+03	 7.121E+03	 8.744E+02	 2.066E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 5.241E+00	 8.947E+03	 4.083E+02	 2.066E+01	 4.264E+01
  90.831	 3.288E+01	 0.000E+00	 0.000E+00	 2.258E+00	 2.270E-01	-9.925E-01	-1.306E+00	-2.748E-01	 1.164E+00	-8.393E-02	 1.177E-01	-1.637E-02	 8.200E+03	 1.651E+03	 1.262E+03	 4.704E+03	 2.427E+03	-3.724E+03	 9.435E+03	 2.556E+03	-5.183E+02	 5.852E+02	 1.445E+03	-3.898E+03	 2.029E+04	 3.734E+04	 1.857E+03	 7.115E+03	 6.701E+02	 2.066E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 6.790E+00	 8.919E+03	 4.074E+02	 2.066E+01	 4.251E+01
  90.844	 3.288E+01	 0.000E+00	 0.000E+00	 2.267E+00	 1.859E-01	-9.564E-01	-1.322E+00	-2.439E-01	 1.146E+00	-8.189E-02	 1.161E-01	-1.106E-02	 8.185E+03	 1.545E+03	 1.374E+03	 4.784E+03	 2.311E+03	-3.697E+03	 9.458E+03	 2.409E+03	-4.056E+02	 6.636E+02	 1.388E+03	-3.923E+03	 2.033E+04	 3.748E+04	 1.821E+03	 7.101E+03	 4.676E+02	 2.066E+01	 8.413E+03	 4.309E+01	 2.004E+03	 2.629E+01	 8.340E+00	 8.895E+03	 4.067E+02	 2.066E+01	 4.240E+01
  90.856	 3.288E+01	 0.000E+00	 0.000E+00	 2.275E+00	 1.456E-01	-9.187E-01	-1.338E+00	-2.132E-01	 1.126E+00	-7.763E-02	 1.160E-01	-4.602E-03	 8.171E+03	 1.440E+03	 1.487E+03	 4.861E+03	 2.185E+03	-3.653E+03	 9.479E+03	 2.259E+03	-2.855E+02	 7.385E+02	 1.321E+03	-3.934E+03	 2.038E+04	 3.763E+04	 1.784E+03	 7.090E+03	 2.627E+02	 2.066E+01	 8.413E+03	 4.309E+01	 2.004E+03	 2.629E+01	 9.889E+00	 8.877E+03	 4.058E+02	 2.066E+01	 4.231E+01
  90.869	 3.288E+01	 0.000E+00	 0.000E+00	 2.282E+00	 1.055E-01	-8.796E-01	-1.352E+00	-1.824E-01	 1.105E+00	-7.342E-02	 1.107E-01	 1.130E-03	 8.159E+03	 1.341E+03	 1.602E+03	 4.939E+03	 2.068E+03	-3.618E+03	 9.503E+03	 2.118E+03	-1.663E+02	 8.138E+02	 1.260E+03	-3.953E+03	 2.044E+04	 3.776E+04	 1.750E+03	 7.074E+03	 6.400E+01	 2.066E+01	 8.412E+03	 4.309E+01	 2.004E+03	 2.629E+01	 1.144E+01	 8.865E+03	 4.054E+02	 2.066E+01	 4.225E+01
  90.884	 3.288E+01	 0.000E+00	 0.000E+00	 2.289E+00	 5.575E-02	-8.283E-01	-1.368E+00	-1.436E-01	 1.077E+00	-6.628E-02	 1.100E-01	 8.191E-03	 8.142E+03	 1.227E+03	 1.749E+03	 5.031E+03	 1.912E+03	-3.554E+03	 9.528E+03	 1.947E+03	-6.352E+00	 9.034E+02	 1.170E+03	-3.961E+03	 2.055E+04	 3.791E+04	 1.720E+03	 7.048E+03	-1.803E+02	 2.066E+01	 8.411E+03	 4.309E+01	 2.004E+03	 2.629E+01	 1.337E+01	 8.862E+03	 4.053E+02	 2.066E+01	 4.223E+01
  90.897	 3.288E+01	 0.000E+00	 0.000E+00	 2.293E+00	 1.593E-02	-7.858E-01	-1.380E+00	-1.124E-01	 1.053E+00	-6.214E-02	 1.084E-01	 1.222E-02	 8.129E+03	 1.143E+03	 1.866E+03	 5.104E+03	 1.797E+03	-3.509E+03	 9.549E+03	 1.821E+03	 1.181E+02	 9.751E+02	 1.105E+03	-3.973E+03	 2.065E+04	 3.800E+04	 1.708E+03	 7.022E+03	-3.655E+02	 2.066E+01	 8.411E+03	 4.309E+01	 2.004E+03	 2.629E+01	 1.492E+01	 8.867E+03	 4.056E+02	 2.066E+01	 4.226E+01
  90.909	 3.288E+01	 0.000E+00	 0.000E+00	 2.297E+00	-2.395E-02	-7.418E-01	-1.392E+00	-8.084E-02	 1.029E+00	-5.648E-02	 1.156E-01	 1.593E-02	 8.114E+03	 1.067E+03	 1.985E+03	 5.170E+03	 1.676E+03	-3.448E+03	 9.564E+03	 1.699E+03	 2.520E+02	 1.041E+03	 1.030E+03	-3.970E+03	 2.076E+04	 3.807E+04	 1.706E+03	 6.991E+03	-5.486E+02	 2.066E+01	 8.410E+03	 4.309E+01	 2.004E+03	 2.629E+01	 1.647E+01	 8.880E+03	 4.062E+02	 2.066E+01	 4.232E+01
  90.922	 3.288E+01	 0.000E+00	 0.000E+00	 2.300E+00	-6.393E-02	-6.965E-01	-1.402E+00	-4.895E-02	 1.003E+00	-5.441E-02	 1.197E-01	 1.708E-02	 8.096E+03	 9.975E+02	 2.101E+03	 5.237E+03	 1.565E+03	-3.395E+03	 9.578E+03	 1.588E+03	 3.795E+02	 1.109E+03	 9.615E+02	-3.975E+03	 2.089E+04	 3.811E+04	 1.715E+03	 6.953E+03	-7.190E+02	 2.066E+01	 8.409E+03	 4.309E+01	 2.003E+03	 2.629E+01	 1.802E+01	 8.900E+03	 4.071E+02	 2.066E+01	 4.241E+01
  90.934	 3.288E+01	 0.000E+00	 0.000E+00	 2.302E+00	-1.040E-01	-6.498E-01	-1.411E+00	-1.671E-02	 9.760E-01	-5.108E-02	 1.329E-01	 1.766E-02	 8.075E+03	 9.355E+02	 2.220E+03	 5.293E+03	 1.450E+03	-3.326E+03	 9.584E+03	 1.481E+03	 5.175E+02	 1.169E+03	 8.854E+02	-3.965E+03	 2.101E+04	 3.812E+04	 1.729E+03	 6.909E+03	-8.890E+02	 2.066E+01	 8.408E+03	 4.309E+01	 2.003E+03	 2.629E+01	 1.957E+01	 8.927E+03	 4.083E+02	 2.066E+01	 4.253E+01
  90.950	 3.288E+01	 0.000E+00	 0.000E+00	 2.303E+00	-1.541E-01	-5.897E-01	-1.422E+00	 2.401E-02	 9.412E-01	-4.907E-02	 1.481E-01	 1.611E-02	 8.044E+03	 8.655E+02	 2.369E+03	 5.359E+03	 1.311E+03	-3.237E+03	 9.586E+03	 1.357E+03	 6.899E+02	 1.242E+03	 7.920E+02	-3.951E+03	 2.117E+04	 3.809E+04	 1.751E+03	 6.845E+03	-1.093E+03	 2.066E+01	 8.407E+03	 4.309E+01	 2.003E+03	 2.629E+01	 2.151E+01	 8.967E+03	 4.102E+02	 2.066E+01	 4.272E+01
  90.963	 3.288E+01	 0.000E+00	 0.000E+00	 2.303E+00	-1.943E-01	-5.403E-01	-1.429E+00	 5.694E-02	 9.121E-01	-5.233E-02	 1.536E-01	 1.198E-02	 8.016E+03	 8.131E+02	 2.482E+03	 5.412E+03	 1.209E+03	-3.175E+03	 9.584E+03	 1.265E+03	 8.194E+02	 1.302E+03	 7.238E+02	-3.946E+03	 2.130E+04	 3.803E+04	 1.767E+03	 6.787E+03	-1.245E+03	 2.066E+01	 8.407E+03	 4.309E+01	 2.003E+03	 2.629E+01	 2.306E+01	 9.003E+03	 4.116E+02	 2.066E+01	 4.289E+01
  90.975	 3.288E+01	 0.000E+00	 0.000E+00	 2.302E+00	-2.343E-01	-4.897E-01	-1.436E+00	 9.008E-02	 8.821E-01	-5.470E-02	 1.622E-01	 7.592E-03	 7.983E+03	 7.637E+02	 2.598E+03	 5.455E+03	 1.103E+03	-3.097E+03	 9.573E+03	 1.173E+03	 9.576E+02	 1.355E+03	 6.504E+02	-3.927E+03	 2.141E+04	 3.795E+04	 1.776E+03	 6.725E+03	-1.400E+03	 2.066E+01	 8.406E+03	 4.309E+01	 2.003E+03	 2.629E+01	 2.461E+01	 9.040E+03	 4.130E+02	 2.066E+01	 4.307E+01
  90.988	 3.288E+01	 0.000E+00	 0.000E+00	 2.300E+00	-2.741E-01	-4.383E-01	-1.441E+00	 1.233E-01	 8.512E-01	-6.057E-02	 1.634E-01	 1.272E-03	 7.947E+03	 7.149E+02	 2.711E+03	 5.500E+03	 1.003E+03	-3.030E+03	 9.561E+03	 1.085E+03	 1.088E+03	 1.411E+03	 5.831E+02	-3.917E+03	 2.150E+04	 3.785E+04	 1.778E+03	 6.659E+03	-1.549E+03	 2.066E+01	 8.406E+03	 4.309E+01	 2.003E+03	 2.629E+01	 2.616E+01	 9.076E+03	 4.143E+02	 2.066E+01	 4.324E+01
  91.006	 3.288E+01	 0.000E+00	 0.000E+00	 2.295E+00	-3.334E-01	-3.597E-01	-1.448E+00	 1.731E-01	 8.033E-01	-6.709E-02	 1.673E-01	-7.630E-03	 7.889E+03	 6.418E+02	 2.884E+03	 5.554E+03	 8.470E+02	-2.910E+03	 9.533E+03	 9.506E+02	 1.297E+03	 1.486E+03	 4.752E+02	-3.887E+03	 2.161E+04	 3.769E+04	 1.769E+03	 6.556E+03	-1.781E+03	 2.066E+01	 8.406E+03	 4.309E+01	 2.003E+03	 2.629E+01	 2.848E+01	 9.124E+03	 4.163E+02	 2.066E+01	 4.347E+01
  91.019	 3.288E+01	 0.000E+00	 0.000E+00	 2.291E+00	-3.727E-01	-3.063E-01	-1.452E+00	 2.062E-01	 7.702E-01	-7.349E-02	 1.658E-01	-1.436E-02	 7.847E+03	 5.908E+02	 2.999E+03	 5.590E+03	 7.457E+02	-2.837E+03	 9.511E+03	 8.599E+02	 1.433E+03	 1.537E+03	 4.070E+02	-3.871E+03	 2.165E+04	 3.757E+04	 1.754E+03	 6.482E+03	-1.935E+03	 2.066E+01	 8.407E+03	 4.309E+01	 2.003E+03	 2.629E+01	 3.003E+01	 9.149E+03	 4.174E+02	 2.066E+01	 4.359E+01
  91.031	 3.288E+01	 0.000E+00	 0.000E+00	 2.286E+00	-4.114E-01	-2.524E-01	-1.455E+00	 2.389E-01	 7.363E-01	-7.514E-02	 1.712E-01	-1.890E-02	 7.804E+03	 5.375E+02	 3.122E+03	 5.616E+03	 6.332E+02	-2.743E+03	 9.484E+03	 7.623E+02	 1.584E+03	 1.579E+03	 3.297E+02	-3.842E+03	 2.167E+04	 3.746E+04	 1.735E+03	 6.407E+03	-2.102E+03	 2.066E+01	 8.407E+03	 4.309E+01	 2.003E+03	 2.629E+01	 3.158E+01	 9.168E+03	 4.186E+02	 2.066E+01	 4.368E+01
  91.044	 3.288E+01	 0.000E+00	 0.000E+00	 2.279E+00	-4.499E-01	-1.978E-01	-1.457E+00	 2.713E-01	 7.015E-01	-7.953E-02	 1.723E-01	-2.397E-02	 7.758E+03	 4.805E+02	 3.241E+03	 5.647E+03	 5.259E+02	-2.662E+03	 9.456E+03	 6.637E+02	 1.727E+03	 1.627E+03	 2.587E+02	-3.822E+03	 2.167E+04	 3.736E+04	 1.714E+03	 6.332E+03	-2.266E+03	 2.066E+01	 8.407E+03	 4.309E+01	 2.003E+03	 2.629E+01	 3.313E+01	 9.178E+03	 4.193E+02	 2.066E+01	 4.374E+01
  91.056	 3.288E+01	 0.000E+00	 0.000E+00	 2.272E+00	-4.879E-01	-1.429E-01	-1.458E+00	 3.033E-01	 6.661E-01	-7.708E-02	 1.829E-01	-2.572E-02	 7.712E+03	 4.204E+02	 3.371E+03	 5.665E+03	 4.052E+02	-2.558E+03	 9.423E+03	 5.564E+02	 1.890E+03	 1.664E+03	 1.771E+02	-3.787E+03	 2.164E+04	 3.727E+04	 1.693E+03	 6.255E+03	-2.450E+03	 2.066E+01	 8.408E+03	 4.309E+01	 2.004E+03	 2.629E+01	 3.468E+01	 9.182E+03	 4.202E+02	 2.066E+01	 4.376E+01
  91.072	 3.288E+01	 0.000E+00	 0.000E+00	 2.261E+00	-5.349E-01	-7.341E-02	-1.459E+00	 3.427E-01	 6.207E-01	-7.772E-02	 1.897E-01	-2.800E-02	 7.650E+03	 3.381E+02	 3.529E+03	 5.695E+03	 2.607E+02	-2.444E+03	 9.381E+03	 4.186E+02	 2.081E+03	 1.718E+03	 8.401E+01	-3.754E+03	 2.157E+04	 3.719E+04	 1.663E+03	 6.158E+03	-2.674E+03	 2.066E+01	 8.408E+03	 4.309E+01	 2.004E+03	 2.629E+01	 3.662E+01	 9.176E+03	 4.205E+02	 2.066E+01	 4.373E+01
  91.084	 3.288E+01	 0.000E+00	 0.000E+00	 2.252E+00	-5.721E-01	-1.755E-02	-1.458E+00	 3.738E-01	 5.839E-01	-7.189E-02	 2.017E-01	-2.651E-02	 7.598E+03	 2.696E+02	 3.665E+03	 5.707E+03	 1.337E+02	-2.332E+03	 9.340E+03	 3.009E+02	 2.253E+03	 1.752E+03	 4.849E-01	-3.714E+03	 2.150E+04	 3.715E+04	 1.637E+03	 6.078E+03	-2.871E+03	 2.066E+01	 8.409E+03	 4.309E+01	 2.004E+03	 2.629E+01	 3.817E+01	 9.167E+03	 4.208E+02	 2.066E+01	 4.369E+01
  91.097	 3.288E+01	 0.000E+00	 0.000E+00	 2.241E+00	-6.089E-01	 3.867E-02	-1.457E+00	 4.046E-01	 5.464E-01	-6.894E-02	 2.073E-01	-2.526E-02	 7.545E+03	 1.965E+02	 3.796E+03	 5.725E+03	 1.267E+01	-2.233E+03	 9.300E+03	 1.818E+02	 2.415E+03	 1.792E+03	-7.567E+01	-3.683E+03	 2.142E+04	 3.712E+04	 1.610E+03	 5.997E+03	-3.063E+03	 2.066E+01	 8.410E+03	 4.309E+01	 2.004E+03	 2.629E+01	 3.972E+01	 9.154E+03	 4.205E+02	 2.066E+01	 4.363E+01
  91.109	 3.288E+01	 0.000E+00	 0.000E+00	 2.230E+00	-6.454E-01	 9.524E-02	-1.455E+00	 4.351E-01	 5.085E-01	-6.175E-02	 2.164E-01	-2.146E-02	 7.487E+03	 1.210E+02	 3.934E+03	 5.732E+03	-1.166E+02	-2.115E+03	 9.251E+03	 5.684E+01	 2.591E+03	 1.824E+03	-1.581E+02	-3.638E+03	 2.134E+04	 3.711E+04	 1.580E+03	 5.912E+03	-3.269E+03	 2.066E+01	 8.410E+03	 4.309E+01	 2.004E+03	 2.629E+01	 4.127E+01	 9.139E+03	 4.200E+02	 2.066E+01	 4.356E+01
  91.122	 3.288E+01	 0.000E+00	 0.000E+00	 2.217E+00	-6.816E-01	 1.521E-01	-1.452E+00	 4.654E-01	 4.702E-01	-5.634E-02	 2.194E-01	-1.782E-02	 7.427E+03	 4.360E+01	 4.070E+03	 5.744E+03	-2.401E+02	-2.009E+03	 9.203E+03	-6.723E+01	 2.759E+03	 1.861E+03	-2.346E+02	-3.603E+03	 2.125E+04	 3.711E+04	 1.547E+03	 5.825E+03	-3.470E+03	 2.066E+01	 8.411E+03	 4.309E+01	 2.004E+03	 2.629E+01	 4.282E+01	 9.124E+03	 4.192E+02	 2.066E+01	 4.348E+01
  91.138	 3.288E+01	 0.000E+00	 0.000E+00	 2.201E+00	-7.264E-01	 2.236E-01	-1.448E+00	 5.030E-01	 4.217E-01	-4.520E-02	 2.253E-01	-1.094E-02	 7.346E+03	-5.210E+01	 4.247E+03	 5.746E+03	-3.999E+02	-1.856E+03	 9.131E+03	-2.238E+02	 2.985E+03	 1.898E+03	-3.355E+02	-3.545E+03	 2.115E+04	 3.713E+04	 1.503E+03	 5.707E+03	-3.732E+03	 2.066E+01	 8.412E+03	 4.309E+01	 2.004E+03	 2.629E+01	 4.475E+01	 9.106E+03	 4.182E+02	 2.066E+01	 4.339E+01
  91.150	 3.288E+01	 0.000E+00	 0.000E+00	 2.186E+00	-7.619E-01	 2.812E-01	-1.443E+00	 5.329E-01	 3.824E-01	-3.451E-02	 2.286E-01	-4.488E-03	 7.277E+03	-1.266E+02	 4.392E+03	 5.740E+03	-5.278E+02	-1.727E+03	 9.066E+03	-3.473E+02	 3.174E+03	 1.924E+03	-4.171E+02	-3.493E+03	 2.107E+04	 3.716E+04	 1.466E+03	 5.604E+03	-3.946E+03	 2.066E+01	 8.412E+03	 4.309E+01	 2.004E+03	 2.629E+01	 4.630E+01	 9.093E+03	 4.174E+02	 2.066E+01	 4.333E+01
  91.163	 3.288E+01	 0.000E+00	 0.000E+00	 2.170E+00	-7.972E-01	 3.391E-01	-1.438E+00	 5.627E-01	 3.429E-01	-2.796E-02	 2.247E-01	 4.657E-04	 7.204E+03	-2.015E+02	 4.531E+03	 5.741E+03	-6.485E+02	-1.611E+03	 9.001E+03	-4.678E+02	 3.349E+03	 1.958E+03	-4.922E+02	-3.451E+03	 2.100E+04	 3.717E+04	 1.428E+03	 5.500E+03	-4.148E+03	 2.066E+01	 8.412E+03	 4.309E+01	 2.004E+03	 2.629E+01	 4.785E+01	 9.084E+03	 4.162E+02	 2.066E+01	 4.328E+01
  91.175	 3.288E+01	 0.000E+00	 0.000E+00	 2.153E+00	-8.322E-01	 3.972E-01	-1.432E+00	 5.924E-01	 3.030E-01	-1.752E-02	 2.239E-01	 6.612E-03	 7.126E+03	-2.697E+02	 4.678E+03	 5.729E+03	-7.716E+02	-1.477E+03	 8.926E+03	-5.835E+02	 3.540E+03	 1.981E+03	-5.724E+02	-3.396E+03	 2.095E+04	 3.719E+04	 1.390E+03	 5.383E+03	-4.357E+03	 2.066E+01	 8.412E+03	 4.309E+01	 2.005E+03	 2.629E+01	 4.940E+01	 9.078E+03	 4.155E+02	 2.066E+01	 4.325E+01
  91.194	 3.288E+01	 0.000E+00	 0.000E+00	 2.126E+00	-8.841E-01	 4.847E-01	-1.422E+00	 6.369E-01	 2.428E-01	-9.505E-03	 2.120E-01	 1.241E-02	 7.002E+03	-3.689E+02	 4.884E+03	 5.720E+03	-9.442E+02	-1.297E+03	 8.811E+03	-7.489E+02	 3.805E+03	 2.027E+03	-6.832E+02	-3.326E+03	 2.090E+04	 3.718E+04	 1.336E+03	 5.205E+03	-4.646E+03	 2.067E+01	 8.413E+03	 4.309E+01	 2.005E+03	 2.629E+01	 5.173E+01	 9.077E+03	 4.137E+02	 2.067E+01	 4.324E+01
  91.206	 3.288E+01	 0.000E+00	 0.000E+00	 2.107E+00	-9.183E-01	 5.431E-01	-1.413E+00	 6.665E-01	 2.025E-01	-2.431E-04	 2.093E-01	 1.665E-02	 6.916E+03	-4.218E+02	 5.030E+03	 5.698E+03	-1.058E+03	-1.159E+03	 8.724E+03	-8.469E+02	 3.996E+03	 2.046E+03	-7.622E+02	-3.267E+03	 2.088E+04	 3.716E+04	 1.304E+03	 5.071E+03	-4.839E+03	 2.067E+01	 8.413E+03	 4.309E+01	 2.005E+03	 2.629E+01	 5.327E+01	 9.081E+03	 4.135E+02	 2.067E+01	 4.326E+01
  91.219	 3.288E+01	 0.000E+00	 0.000E+00	 2.086E+00	-9.520E-01	 6.017E-01	-1.405E+00	 6.960E-01	 1.619E-01	 2.575E-03	 1.994E-01	 1.805E-02	 6.825E+03	-4.749E+02	 5.163E+03	 5.684E+03	-1.166E+03	-1.037E+03	 8.637E+03	-9.422E+02	 4.170E+03	 2.074E+03	-8.351E+02	-3.216E+03	 2.088E+04	 3.712E+04	 1.275E+03	 4.938E+03	-5.016E+03	 2.067E+01	 8.413E+03	 4.309E+01	 2.005E+03	 2.629E+01	 5.483E+01	 9.088E+03	 4.126E+02	 2.067E+01	 4.329E+01
  91.231	 3.288E+01	 0.000E+00	 0.000E+00	 2.064E+00	-9.851E-01	 6.601E-01	-1.395E+00	 7.253E-01	 1.213E-01	 9.024E-03	 1.938E-01	 1.992E-02	 6.733E+03	-5.182E+02	 5.305E+03	 5.658E+03	-1.276E+03	-8.973E+02	 8.542E+03	-1.030E+03	 4.359E+03	 2.091E+03	-9.141E+02	-3.154E+03	 2.088E+04	 3.706E+04	 1.251E+03	 4.794E+03	-5.197E+03	 2.067E+01	 8.413E+03	 4.309E+01	 2.005E+03	 2.629E+01	 5.638E+01	 9.097E+03	 4.125E+02	 2.067E+01	 4.333E+01
  91.244	 3.288E+01	 0.000E+00	 0.000E+00	 2.041E+00	-1.018E+00	 7.186E-01	-1.384E+00	 7.544E-01	 8.055E-02	 9.518E-03	 1.831E-01	 1.882E-02	 6.637E+03	-5.590E+02	 5.434E+03	 5.639E+03	-1.377E+03	-7.742E+02	 8.448E+03	-1.111E+03	 4.529E+03	 2.116E+03	-9.870E+02	-3.101E+03	 2.089E+04	 3.698E+04	 1.231E+03	 4.651E+03	-5.358E+03	 2.067E+01	 8.413E+03	 4.309E+01	 2.005E+03	 2.629E+01	 5.793E+01	 9.108E+03	 4.120E+02	 2.067E+01	 4.337E+01
  91.259	 3.288E+01	 0.000E+00	 0.000E+00	 2.010E+00	-1.057E+00	 7.912E-01	-1.370E+00	 7.903E-01	 2.952E-02	 1.294E-02	 1.745E-01	 1.716E-02	 6.516E+03	-5.974E+02	 5.601E+03	 5.601E+03	-1.503E+03	-6.054E+02	 8.323E+03	-1.201E+03	 4.753E+03	 2.136E+03	-1.083E+03	-3.023E+03	 2.091E+04	 3.684E+04	 1.212E+03	 4.461E+03	-5.558E+03	 2.067E+01	 8.413E+03	 4.309E+01	 2.005E+03	 2.629E+01	 5.986E+01	 9.121E+03	 4.122E+02	 2.067E+01	 4.343E+01
  91.272	 3.288E+01	 0.000E+00	 0.000E+00	 1.984E+00	-1.088E+00	 8.489E-01	-1.358E+00	 8.186E-01	-1.131E-02	 1.152E-02	 1.631E-01	 1.374E-02	 6.418E+03	-6.261E+02	 5.725E+03	 5.578E+03	-1.600E+03	-4.827E+02	 8.224E+03	-1.270E+03	 4.919E+03	 2.158E+03	-1.157E+03	-2.968E+03	 2.092E+04	 3.672E+04	 1.201E+03	 4.311E+03	-5.703E+03	 2.067E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 6.141E+01	 9.130E+03	 4.121E+02	 2.067E+01	 4.348E+01
  91.284	 3.288E+01	 0.000E+00	 0.000E+00	 1.956E+00	-1.118E+00	 9.063E-01	-1.345E+00	 8.464E-01	-5.215E-02	 1.314E-02	 1.548E-01	 1.096E-02	 6.318E+03	-6.479E+02	 5.854E+03	 5.542E+03	-1.698E+03	-3.462E+02	 8.119E+03	-1.333E+03	 5.095E+03	 2.171E+03	-1.235E+03	-2.903E+03	 2.091E+04	 3.658E+04	 1.194E+03	 4.156E+03	-5.851E+03	 2.067E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 6.296E+01	 9.137E+03	 4.125E+02	 2.067E+01	 4.351E+01
  91.297	 3.288E+01	 0.000E+00	 0.000E+00	 1.928E+00	-1.146E+00	 9.632E-01	-1.331E+00	 8.736E-01	-9.297E-02	 1.078E-02	 1.440E-01	 6.325E-03	 6.218E+03	-6.689E+02	 5.974E+03	 5.515E+03	-1.792E+03	-2.233E+02	 8.017E+03	-1.393E+03	 5.257E+03	 2.190E+03	-1.310E+03	-2.846E+03	 2.090E+04	 3.643E+04	 1.191E+03	 4.003E+03	-5.985E+03	 2.067E+01	 8.414E+03	 4.309E+01	 2.005E+03	 2.629E+01	 6.452E+01	 9.142E+03	 4.127E+02	 2.067E+01	 4.353E+01
  91.309	 3.288E+01	 0.000E+00	 0.000E+00	 1.898E+00	-1.174E+00	 1.020E+00	-1.317E+00	 9.003E-01	-1.337E-01	 1.193E-02	 1.379E-01	 2.601E-03	 6.117E+03	-6.809E+02	 6.097E+03	 5.476E+03	-1.887E+03	-8.768E+01	 7.909E+03	-1.446E+03	 5.428E+03	 2.200E+03	-1.390E+03	-2.779E+03	 2.087E+04	 3.628E+04	 1.191E+03	 3.841E+03	-6.119E+03	 2.067E+01	 8.415E+03	 4.309E+01	 2.005E+03	 2.629E+01	 6.607E+01	 9.144E+03	 4.135E+02	 2.067E+01	 4.354E+01
